Date,High,Low,Open,Close,Volume,Adj Close,Status,Middle,Height
2019-05-01,240.0,231.5,238.85000610351562,234.00999450683594,10704400,234.00999450683594,Decrease,236.43000030517578,4.8400115966796875
2019-05-02,247.1300048828125,237.72000122070312,245.52000427246094,244.10000610351562,18159300,244.10000610351562,Decrease,244.81000518798828,1.4199981689453125
2019-05-03,256.6099853515625,243.49000549316406,243.86000061035156,255.02999877929688,23706800,255.02999877929688,Increase,249.44499969482422,11.169998168945312
2019-05-06,258.3500061035156,248.5,250.02000427246094,255.33999633789062,10833900,255.33999633789062,Increase,252.68000030517578,5.3199920654296875
2019-05-07,257.2099914550781,245.10000610351562,256.79998779296875,247.05999755859375,10131400,247.05999755859375,Decrease,251.92999267578125,9.739990234375
2019-05-08,250.60000610351562,244.1999969482422,246.94000244140625,244.83999633789062,6176400,244.83999633789062,Decrease,245.88999938964844,2.100006103515625
2019-05-09,243.67999267578125,236.94000244140625,242.0,241.97999572753906,6711400,241.97999572753906,Decrease,241.98999786376953,0.0200042724609375
2019-05-10,241.99000549316406,236.02000427246094,239.75,239.52000427246094,7008300,239.52000427246094,Decrease,239.63500213623047,0.2299957275390625
2019-05-13,232.47000122070312,224.5,232.00999450683594,227.00999450683594,10834800,227.00999450683594,Decrease,229.50999450683594,5.0
2019-05-14,234.5,228.0,229.3000030517578,232.30999755859375,7252400,232.30999755859375,Increase,230.80500030517578,3.0099945068359375
2019-05-15,232.44000244140625,225.25,229.32000732421875,231.9499969482422,7296000,231.9499969482422,Increase,230.63500213623047,2.6299896240234375
2019-05-16,231.0,226.5,229.49000549316406,228.3300018310547,7483300,228.3300018310547,Decrease,228.91000366210938,1.160003662109375
2019-05-17,222.24000549316406,208.9199981689453,221.9600067138672,211.02999877929688,17786700,211.02999877929688,Decrease,216.49500274658203,10.930007934570312
2019-05-20,206.0,195.25,202.8000030517578,205.36000061035156,20526200,205.36000061035156,Increase,204.0800018310547,2.55999755859375
2019-05-21,207.39999389648438,196.0399932861328,197.75999450683594,205.0800018310547,18003900,205.0800018310547,Increase,201.4199981689453,7.32000732421875
2019-05-22,203.94000244140625,191.77999877929688,199.10000610351562,192.72999572753906,18685200,192.72999572753906,Decrease,195.91500091552734,6.3700103759765625
2019-05-23,199.47000122070312,186.22000122070312,194.33999633789062,195.49000549316406,26547100,195.49000549316406,Increase,194.91500091552734,1.1500091552734375
2019-05-24,199.97999572753906,188.75,199.8300018310547,190.6300048828125,14136600,190.6300048828125,Decrease,195.2300033569336,9.199996948242188
2019-05-28,195.0,187.85000610351562,191.1999969482422,188.6999969482422,10312900,188.6999969482422,Decrease,189.9499969482422,2.5
2019-05-29,192.38999938964844,185.0399932861328,187.10000610351562,189.86000061035156,11968600,189.86000061035156,Increase,188.4800033569336,2.7599945068359375
2019-05-30,192.25999450683594,187.02000427246094,188.75,188.22000122070312,7926500,188.22000122070312,Decrease,188.48500061035156,0.529998779296875
2019-05-31,189.9199981689453,184.10000610351562,185.10000610351562,185.16000366210938,10406700,185.16000366210938,Increase,185.1300048828125,0.05999755859375
2019-06-03,186.67999267578125,176.99000549316406,185.50999450683594,178.97000122070312,13064400,178.97000122070312,Decrease,182.23999786376953,6.5399932861328125
2019-06-04,193.97999572753906,179.61000061035156,181.10000610351562,193.60000610351562,13807500,193.60000610351562,Increase,187.35000610351562,12.5
2019-06-05,201.27999877929688,191.85000610351562,198.67999267578125,196.58999633789062,13510800,196.58999633789062,Decrease,197.63499450683594,2.089996337890625
2019-06-06,211.0,201.8000030517578,204.44000244140625,205.9499969482422,20242200,205.9499969482422,Increase,205.19499969482422,1.5099945068359375
2019-06-07,210.83999633789062,203.5,205.0,204.5,16003500,204.5,Decrease,204.75,0.5
2019-06-10,216.94000244140625,209.00999450683594,210.25,212.8800048828125,10585000,212.8800048828125,Increase,211.56500244140625,2.6300048828125
2019-06-11,220.89999389648438,213.5,219.13999938964844,217.10000610351562,11653500,217.10000610351562,Decrease,218.12000274658203,2.0399932861328125
2019-06-12,223.3800048828125,209.0,222.9499969482422,209.25999450683594,15197500,209.25999450683594,Decrease,216.10499572753906,13.69000244140625
2019-06-13,214.89999389648438,207.50999450683594,210.3800048828125,213.91000366210938,8168300,213.91000366210938,Increase,212.14500427246094,3.529998779296875
2019-06-14,216.64999389648438,210.39999389648438,211.25,214.9199981689453,7433400,214.9199981689453,Increase,213.08499908447266,3.6699981689453125
2019-06-17,227.0,214.27000427246094,215.47999572753906,225.02999877929688,12316800,225.02999877929688,Increase,220.25499725341797,9.550003051757812
2019-06-18,234.74000549316406,222.55999755859375,228.72000122070312,224.74000549316406,12715800,224.74000549316406,Decrease,226.7300033569336,3.9799957275390625
2019-06-19,227.77000427246094,221.05999755859375,225.11000061035156,226.42999267578125,6575100,226.42999267578125,Increase,225.7699966430664,1.3199920654296875
2019-06-20,226.89999389648438,216.35000610351562,223.0,219.6199951171875,11863500,219.6199951171875,Decrease,221.30999755859375,3.3800048828125
2019-06-21,222.17999267578125,215.5,216.22000122070312,221.86000061035156,8202100,221.86000061035156,Increase,219.04000091552734,5.6399993896484375
2019-06-24,225.86000061035156,221.02000427246094,223.24000549316406,223.63999938964844,5750800,223.63999938964844,Increase,223.44000244140625,0.399993896484375
2019-06-25,225.33999633789062,219.49000549316406,224.38999938964844,219.75999450683594,6182100,219.75999450683594,Decrease,222.0749969482422,4.6300048828125
2019-06-26,227.22999572753906,218.10000610351562,220.30999755859375,219.27000427246094,8507200,219.27000427246094,Decrease,219.79000091552734,1.0399932861328125
2019-06-27,222.89999389648438,217.35000610351562,219.4499969482422,222.83999633789062,6339700,222.83999633789062,Increase,221.1449966430664,3.3899993896484375
2019-06-28,225.1699981689453,220.8000030517578,220.99000549316406,223.4600067138672,6851400,223.4600067138672,Increase,222.22500610351562,2.470001220703125
2019-07-01,233.10000610351562,226.27999877929688,230.2100067138672,227.1699981689453,8213400,227.1699981689453,Decrease,228.69000244140625,3.040008544921875
2019-07-02,229.14999389648438,222.22000122070312,228.88999938964844,224.5500030517578,9259000,224.5500030517578,Decrease,226.72000122070312,4.339996337890625
2019-07-03,241.57000732421875,234.50999450683594,239.38999938964844,234.89999389648438,14201100,234.89999389648438,Decrease,237.1449966430664,4.4900054931640625
2019-07-05,235.4499969482422,230.8000030517578,234.57000732421875,233.10000610351562,7065700,233.10000610351562,Decrease,233.8350067138672,1.470001220703125
2019-07-08,232.25,228.66000366210938,231.24000549316406,230.33999633789062,5880500,230.33999633789062,Decrease,230.79000091552734,0.9000091552734375
2019-07-09,231.0,227.27999877929688,228.97000122070312,230.05999755859375,6190800,230.05999755859375,Increase,229.51499938964844,1.089996337890625
2019-07-10,238.94000244140625,233.13999938964844,234.14999389648438,238.9199981689453,9145700,238.9199981689453,Increase,236.53499603271484,4.7700042724609375
2019-07-11,241.5,235.8000030517578,238.13999938964844,238.60000610351562,7514400,238.60000610351562,Increase,238.37000274658203,0.4600067138671875
2019-07-12,245.3800048828125,239.7100067138672,239.75,245.0800018310547,9200500,245.0800018310547,Increase,242.41500091552734,5.3300018310546875
2019-07-15,254.4199981689453,244.86000061035156,248.0,253.5,11000100,253.5,Increase,250.75,5.5
2019-07-16,253.52999877929688,247.92999267578125,249.3000030517578,252.3800048828125,8149000,252.3800048828125,Increase,250.84000396728516,3.0800018310546875
2019-07-17,258.30999755859375,253.35000610351562,255.6699981689453,254.86000061035156,9764700,254.86000061035156,Decrease,255.26499938964844,0.80999755859375
2019-07-18,255.75,251.88999938964844,255.0500030517578,253.5399932861328,4758600,253.5399932861328,Decrease,254.2949981689453,1.510009765625
2019-07-19,259.9599914550781,254.6199951171875,255.69000244140625,258.17999267578125,7048400,258.17999267578125,Increase,256.93499755859375,2.489990234375
2019-07-22,262.1499938964844,254.19000244140625,258.75,255.67999267578125,6842400,255.67999267578125,Decrease,257.2149963378906,3.07000732421875
2019-07-23,260.4800109863281,254.5,256.7099914550781,260.1700134277344,5023100,260.1700134277344,Increase,258.44000244140625,3.46002197265625
2019-07-24,266.07000732421875,258.1600036621094,259.1700134277344,264.8800048828125,11072800,264.8800048828125,Increase,262.02500915527344,5.709991455078125
2019-07-25,234.5,225.5500030517578,233.5,228.82000732421875,22418300,228.82000732421875,Decrease,231.16000366210938,4.67999267578125
2019-07-26,230.25999450683594,222.25,226.9199981689453,228.0399932861328,10027700,228.0399932861328,Increase,227.47999572753906,1.1199951171875
2019-07-29,235.94000244140625,226.02999877929688,227.08999633789062,235.77000427246094,9273300,235.77000427246094,Increase,231.43000030517578,8.680007934570312
2019-07-30,243.36000061035156,232.17999267578125,232.89999389648438,242.25999450683594,8109000,242.25999450683594,Increase,237.57999420166016,9.360000610351562
2019-07-31,246.67999267578125,236.64999389648438,243.0,241.61000061035156,9178200,241.61000061035156,Decrease,242.30500030517578,1.3899993896484375
2019-08-01,244.50999450683594,231.77000427246094,242.64999389648438,233.85000610351562,8259500,233.85000610351562,Decrease,238.25,8.79998779296875
2019-08-02,236.27000427246094,229.22999572753906,231.35000610351562,234.33999633789062,6136500,234.33999633789062,Increase,232.84500122070312,2.989990234375
2019-08-05,231.3699951171875,225.77999877929688,229.60000610351562,228.32000732421875,7028300,228.32000732421875,Decrease,228.9600067138672,1.279998779296875
2019-08-06,232.5,225.75,231.8800048828125,230.75,5564200,230.75,Decrease,231.31500244140625,1.1300048828125
2019-08-07,233.57000732421875,225.8000030517578,226.5,233.4199981689453,4776500,233.4199981689453,Increase,229.95999908447266,6.9199981689453125
2019-08-08,239.8000030517578,232.64999389648438,234.4499969482422,238.3000030517578,5274300,238.3000030517578,Increase,236.375,3.850006103515625
2019-08-09,238.9600067138672,233.80999755859375,236.0500030517578,235.00999450683594,3898200,235.00999450683594,Decrease,235.52999877929688,1.040008544921875
2019-08-12,235.77000427246094,228.75,232.99000549316406,229.00999450683594,4663900,229.00999450683594,Decrease,231.0,3.980010986328125
2019-08-13,236.0,227.5500030517578,228.80999755859375,235.0,4848100,235.0,Increase,231.90499877929688,6.19000244140625
2019-08-14,231.5,216.69000244140625,231.2100067138672,219.6199951171875,9562600,219.6199951171875,Decrease,225.41500091552734,11.590011596679688
2019-08-15,221.55999755859375,211.5500030517578,220.86000061035156,215.63999938964844,8159600,215.63999938964844,Decrease,218.25,5.220001220703125
2019-08-16,222.24000549316406,216.02000427246094,216.66000366210938,219.94000244140625,5098500,219.94000244140625,Increase,218.3000030517578,3.279998779296875
2019-08-19,227.8300018310547,221.6999969482422,224.2100067138672,226.8300018310547,5309600,226.8300018310547,Increase,225.52000427246094,2.6199951171875
2019-08-20,229.08999633789062,224.5399932861328,227.6199951171875,225.86000061035156,4125200,225.86000061035156,Decrease,226.73999786376953,1.7599945068359375
2019-08-21,223.22000122070312,217.60000610351562,222.00999450683594,220.8300018310547,7794300,220.8300018310547,Decrease,221.4199981689453,1.17999267578125
2019-08-22,225.39999389648438,218.22000122070312,222.8000030517578,222.14999389648438,6559000,222.14999389648438,Decrease,222.4749984741211,0.6500091552734375
2019-08-23,221.1699981689453,211.0,219.97000122070312,211.39999389648438,8538600,211.39999389648438,Decrease,215.68499755859375,8.57000732421875
2019-08-26,215.02000427246094,211.5399932861328,213.60000610351562,215.0,5051900,215.0,Increase,214.3000030517578,1.399993896484375
2019-08-27,218.8000030517578,212.02999877929688,215.74000549316406,214.0800018310547,5416200,214.0800018310547,Decrease,214.91000366210938,1.660003662109375
2019-08-28,217.25,212.30999755859375,213.69000244140625,215.58999633789062,3225500,215.58999633789062,Increase,214.63999938964844,1.899993896484375
2019-08-29,223.39999389648438,218.0,219.0,221.7100067138672,5179500,221.7100067138672,Increase,220.3550033569336,2.7100067138671875
2019-08-30,232.44000244140625,224.2100067138672,229.14999389648438,225.61000061035156,9320600,225.61000061035156,Decrease,227.37999725341797,3.5399932861328125
2019-09-03,228.9499969482422,223.16000366210938,224.0800018310547,225.00999450683594,5354100,225.00999450683594,Increase,224.5449981689453,0.92999267578125
2019-09-04,228.4600067138672,219.2100067138672,226.88999938964844,220.67999267578125,5761000,220.67999267578125,Decrease,223.78499603271484,6.2100067138671875
2019-09-05,229.8000030517578,220.85000610351562,222.5,229.5800018310547,7395300,229.5800018310547,Increase,226.04000091552734,7.0800018310546875
2019-09-06,229.63999938964844,225.1699981689453,227.1999969482422,227.4499969482422,4189400,227.4499969482422,Increase,227.3249969482422,0.25
2019-09-09,233.75999450683594,229.22999572753906,230.0,231.7899932861328,4802700,231.7899932861328,Increase,230.8949966430664,1.7899932861328125
2019-09-10,235.5399932861328,228.94000244140625,230.8000030517578,235.5399932861328,4883700,235.5399932861328,Increase,233.1699981689453,4.739990234375
2019-09-11,248.1699981689453,236.0,237.3800048828125,247.10000610351562,10042800,247.10000610351562,Increase,242.24000549316406,9.720001220703125
2019-09-12,253.5,244.39999389648438,247.6999969482422,245.8699951171875,8581200,245.8699951171875,Decrease,246.78499603271484,1.8300018310546875
2019-09-13,248.4499969482422,244.8699951171875,246.9600067138672,245.1999969482422,5313100,245.1999969482422,Decrease,246.0800018310547,1.760009765625
2019-09-16,247.42999267578125,241.1699981689453,246.0,242.80999755859375,4728100,242.80999755859375,Decrease,244.40499877929688,3.19000244140625
2019-09-17,245.60000610351562,240.3699951171875,242.47000122070312,244.7899932861328,3865400,244.7899932861328,Increase,243.62999725341797,2.3199920654296875
2019-09-18,248.1699981689453,242.3699951171875,245.0,243.49000549316406,4170200,243.49000549316406,Decrease,244.24500274658203,1.5099945068359375
2019-09-19,247.94000244140625,244.83999633789062,246.0,246.60000610351562,4795800,246.60000610351562,Increase,246.3000030517578,0.600006103515625
2019-09-20,246.9499969482422,238.16000366210938,246.49000549316406,240.6199951171875,6353000,240.6199951171875,Decrease,243.55500030517578,5.8700103759765625
2019-09-23,245.17999267578125,239.22000122070312,240.0,241.22999572753906,4340200,241.22999572753906,Increase,240.61499786376953,1.2299957275390625
2019-09-24,241.99000549316406,222.61000061035156,241.52000427246094,223.2100067138672,12891500,223.2100067138672,Decrease,232.36500549316406,18.30999755859375
2019-09-25,228.97999572753906,218.36000061035156,224.55999755859375,228.6999969482422,9427100,228.6999969482422,Increase,226.62999725341797,4.1399993896484375
2019-09-26,243.30999755859375,227.39999389648438,230.66000366210938,242.55999755859375,11884500,242.55999755859375,Increase,236.61000061035156,11.899993896484375
2019-09-27,248.7100067138672,238.72999572753906,242.1999969482422,242.1300048828125,11116400,242.1300048828125,Decrease,242.16500091552734,0.0699920654296875
2019-09-30,243.97999572753906,236.11000061035156,243.0,240.8699951171875,5879800,240.8699951171875,Decrease,241.93499755859375,2.1300048828125
2019-10-01,245.9499969482422,239.1300048828125,241.5,244.69000244140625,6162600,244.69000244140625,Increase,243.09500122070312,3.19000244140625
2019-10-02,244.64999389648438,239.42999267578125,243.2899932861328,243.1300048828125,5631400,243.1300048828125,Decrease,243.20999908447266,0.1599884033203125
2019-10-03,234.47999572753906,224.27999877929688,231.86000061035156,233.02999877929688,15084500,233.02999877929688,Increase,232.44499969482422,1.1699981689453125
2019-10-04,234.77999877929688,228.07000732421875,231.61000061035156,231.42999267578125,7995000,231.42999267578125,Decrease,231.5199966430664,0.1800079345703125
2019-10-07,238.55999755859375,228.5500030517578,229.8000030517578,237.72000122070312,8064200,237.72000122070312,Increase,233.76000213623047,7.9199981689453125
2019-10-08,243.94000244140625,234.5,235.8699951171875,240.0500030517578,8678200,240.0500030517578,Increase,237.95999908447266,4.1800079345703125
2019-10-09,247.3000030517578,240.64999389648438,241.32000732421875,244.52999877929688,6894400,244.52999877929688,Increase,242.9250030517578,3.209991455078125
2019-10-10,249.27999877929688,241.5800018310547,245.27999877929688,244.74000549316406,6283300,244.74000549316406,Decrease,245.01000213623047,0.5399932861328125
2019-10-11,251.0800018310547,246.80999755859375,247.14999389648438,247.88999938964844,8475400,247.88999938964844,Increase,247.5199966430664,0.7400054931640625
2019-10-14,258.54998779296875,247.1300048828125,247.89999389648438,256.9599914550781,10205000,256.9599914550781,Increase,252.42999267578125,9.05999755859375
2019-10-15,260.0,254.1199951171875,257.70001220703125,257.8900146484375,6432800,257.8900146484375,Increase,257.7950134277344,0.19000244140625
2019-10-16,262.1000061035156,256.9200134277344,257.3900146484375,259.75,6684100,259.75,Increase,258.57000732421875,2.3599853515625
2019-10-17,264.7799987792969,260.1700134277344,262.5,261.9700012207031,4769300,261.9700012207031,Decrease,262.23500061035156,0.529998779296875
2019-10-18,262.79998779296875,255.10000610351562,260.70001220703125,256.95001220703125,5749800,256.95001220703125,Decrease,258.82501220703125,3.75
2019-10-21,259.5,250.17999267578125,258.3299865722656,253.5,5020300,253.5,Decrease,255.9149932861328,4.829986572265625
2019-10-22,258.3299865722656,250.85000610351562,254.32000732421875,255.5800018310547,4600800,255.5800018310547,Increase,254.95000457763672,1.2599945068359375
2019-10-23,256.1400146484375,251.35000610351562,254.5,254.67999267578125,5261100,254.67999267578125,Increase,254.58999633789062,0.17999267578125
2019-10-24,304.92999267578125,289.20001220703125,298.3699951171875,299.67999267578125,29720900,299.67999267578125,Increase,299.0249938964844,1.30999755859375
2019-10-25,330.0,296.1099853515625,297.7200012207031,328.1300048828125,30006100,328.1300048828125,Increase,312.9250030517578,30.410003662109375
2019-10-28,340.8399963378906,322.6000061035156,327.5400085449219,327.7099914550781,18870300,327.7099914550781,Increase,327.625,0.16998291015625
2019-10-29,324.29998779296875,314.75,319.989990234375,316.2200012207031,12684300,316.2200012207031,Decrease,318.10499572753906,3.769989013671875
2019-10-30,318.7900085449219,309.9700012207031,313.0,315.010009765625,9641800,315.010009765625,Increase,314.0050048828125,2.010009765625
2019-10-31,319.0,313.0,313.1000061035156,314.9200134277344,5067000,314.9200134277344,Increase,314.010009765625,1.82000732421875
2019-11-01,316.4800109863281,309.79998779296875,316.32000732421875,313.30999755859375,6383900,313.30999755859375,Decrease,314.81500244140625,3.010009765625
